"id1" "id2"
"7746" "1_internal_16533" "11_internal_8222"
"44482" "2_internal_14857" "4_internal_9902"
"55759" "3_internal_12736" "7_internal_8593"
"10797" "1_internal_16533" "14_internal_5493"
"80697" "8_internal_8637" "19_internal_7426"
"54328" "3_internal_12473" "5_internal_9630"
"56072" "3_internal_11622" "8_internal_7697"
"70078" "6_internal_10448" "15_internal_6163"
"76833" "7_internal_11652" "20_internal_5727"
"24536" "14_internal_5664" "21_internal_2392"
"29622" "1_internal_16191" "6_internal_11058"
"3918" "1_internal_20177" "10_internal_8033"
"22682" "1_internal_17346" "3_internal_12008"
"18631" "1_internal_18342" "22_internal_3232"
"81485" "8_internal_6990" "22_internal_3571"
"28227" "16_internal_5606" "19_internal_7426"
"32193" "18_internal_3355" "20_internal_4702"
"65683" "5_internal_9440" "20_internal_5264"
"18606" "1_internal_16938" "22_internal_4064"
"78360" "8_internal_9562" "11_internal_9414"
"75414" "7_internal_11089" "15_internal_7775"
"5492" "11_internal_7717" "15_internal_5947"
"74254" "7_internal_8416" "11_internal_7856"
"81102" "8_internal_7211" "20_internal_4839"
"82709" "9_internal_7072" "12_internal_9089"
"29152" "1_internal_24672" "6_internal_11118"
"61618" "4_internal_8744" "7_internal_11609"
"12536" "1_internal_24154" "17_internal_11674"
"76035" "7_internal_8648" "17_internal_9315"
"42516" "2_internal_13917" "22_internal_3357"
"23578" "14_internal_5872" "17_internal_8477"
"56697" "4_internal_8935" "10_internal_9074"
"50913" "3_internal_12626" "14_internal_5719"
"73272" "6_internal_9847" "8_internal_7693"
"58476" "4_internal_7411" "15_internal_6431"
"60962" "4_internal_7369" "6_internal_10736"
"18171" "12_internal_9107" "21_internal_2268"
"67074" "5_internal_8777" "7_internal_12241"
"13401" "1_internal_17008" "19_internal_5973"
"18148" "12_internal_9612" "21_internal_2317"
"19717" "1_internal_16574" "2_internal_13867"
"64716" "5_internal_8274" "17_internal_8627"
"9192" "1_internal_17359" "12_internal_10220"
"48626" "3_internal_13264" "10_internal_8041"
"5946" "11_internal_7860" "17_internal_8566"
"75522" "7_internal_8682" "15_internal_6217"
"66016" "5_internal_9256" "21_internal_2454"
"59201" "4_internal_8569" "17_internal_9093"
"47456" "2_internal_13994" "8_internal_7697"
"14751" "1_internal_17173" "20_internal_4994"
"29076" "1_internal_17886" "6_internal_10502"
"27962" "16_internal_6074" "17_internal_7918"
"5048" "11_internal_7586" "14_internal_5715"
"59496" "4_internal_7411" "19_internal_6126"
"82695" "9_internal_7379" "12_internal_9089"
"56811" "4_internal_7342" "10_internal_7937"
"15566" "12_internal_8652" "15_internal_6217"
"54736" "3_internal_12374" "6_internal_11219"
"80061" "8_internal_7474" "17_internal_11209"
"30716" "17_internal_8208" "20_internal_7213"
"26181" "15_internal_5769" "19_internal_5968"
"71335" "6_internal_14181" "18_internal_3309"
"82711" "9_internal_6960" "12_internal_9232"
"7421" "1_internal_18678" "11_internal_8588"
"34761" "20_internal_4839" "22_internal_3660"
"63850" "5_internal_13039" "13_internal_4159"
"54859" "3_internal_12795" "6_internal_13926"
"10168" "1_internal_16848" "13_internal_3883"
"9974" "1_internal_15656" "13_internal_5185"
"28895" "1_internal_18342" "6_internal_10641"
"40847" "2_internal_14093" "19_internal_6126"
"10401" "1_internal_17791" "14_internal_5504"
"52275" "3_internal_11564" "19_internal_5973"
"49360" "3_internal_12171" "11_internal_8473"
"70985" "6_internal_10162" "17_internal_8271"
"50448" "3_internal_11424" "13_internal_3883"
"49095" "3_internal_12374" "11_internal_10113"
"4847" "11_internal_8098" "13_internal_4163"
"13030" "1_internal_18342" "18_internal_3090"
"17285" "12_internal_8776" "19_internal_7106"
"74196" "7_internal_7976" "11_internal_8966"
"13039" "1_internal_17184" "18_internal_3399"
"12485" "1_internal_17138" "17_internal_8363"
"13668" "1_internal_17138" "19_internal_6257"
"58344" "4_internal_8145" "14_internal_5646"
"53285" "3_internal_11879" "21_internal_2157"
"31118" "17_internal_9617" "22_internal_4093"
"24144" "14_internal_5554" "19_internal_6092"
"33073" "1_internal_19160" "8_internal_7391"
"14681" "1_internal_15894" "20_internal_4736"
"53270" "3_internal_11550" "21_internal_2190"
"49508" "3_internal_11821" "11_internal_9424"
"458" "10_internal_11168" "12_internal_12213"
"27449" "1_internal_15832" "5_internal_8791"
"34538" "1_internal_17173" "9_internal_7385"
"63488" "5_internal_9024" "12_internal_8639"
"74467" "7_internal_10650" "12_internal_9248"
"71707" "6_internal_10602" "19_internal_7031"
"3228" "10_internal_8206" "22_internal_4474"
"50812" "3_internal_10963" "14_internal_5918"
"6053" "11_internal_7789" "17_internal_7821"
"76079" "7_internal_8186" "17_internal_7958"
"4284" "11_internal_9342" "12_internal_8546"
"25363" "1_internal_16768" "4_internal_8145"
"18119" "12_internal_8674" "20_internal_4835"
"35397" "2_internal_16483" "10_internal_7786"
"23421" "14_internal_5530" "16_internal_6013"
"13652" "1_internal_16927" "19_internal_5973"
"12493" "1_internal_17138" "17_internal_7924"
"46430" "2_internal_13266" "6_internal_10747"
"55240" "3_internal_12626" "6_internal_13153"
"5291" "11_internal_7860" "15_internal_6434"
"15046" "12_internal_9248" "14_internal_5775"
"32635" "1_internal_23974" "8_internal_8962"
"21456" "13_internal_4442" "19_internal_7913"
"83721" "9_internal_7385" "17_internal_8640"
"60203" "4_internal_7411" "22_internal_3652"
"79484" "8_internal_7429" "14_internal_5656"
"6404" "11_internal_9478" "18_internal_4458"
"41824" "2_internal_13901" "20_internal_4839"
"22428" "1_internal_21400" "3_internal_11701"
"35602" "2_internal_14430" "11_internal_7685"
"76620" "7_internal_10174" "19_internal_5973"
"20996" "13_internal_4148" "15_internal_5762"
"54026" "3_internal_11550" "4_internal_7050"
"38971" "2_internal_14463" "15_internal_6504"
"23339" "14_internal_5872" "16_internal_5597"
"79613" "8_internal_7198" "15_internal_5691"
"45150" "2_internal_14257" "5_internal_8593"
"28488" "16_internal_6808" "20_internal_5625"
"27787" "1_internal_16544" "5_internal_8477"
"57887" "4_internal_7298" "12_internal_9107"
"73955" "7_internal_8778" "10_internal_8205"
"58820" "4_internal_7636" "16_internal_5766"
"49647" "3_internal_16690" "12_internal_8776"
"9952" "1_internal_17927" "13_internal_4070"
"13947" "1_internal_16886" "19_internal_6679"
"23779" "14_internal_5715" "18_internal_3399"
"29217" "1_internal_23750" "6_internal_11963"
"42563" "2_internal_13404" "22_internal_3362"
"39436" "2_internal_14911" "16_internal_8086"
"41557" "2_internal_14093" "20_internal_5044"
"56566" "3_internal_11639" "9_internal_6839"
"13675" "1_internal_17138" "19_internal_6383"
"25404" "1_internal_15894" "4_internal_7342"
"47083" "2_internal_20727" "8_internal_8267"
"13225" "1_internal_19663" "18_internal_3003"
"7185" "1_internal_18945" "11_internal_8098"
"31943" "1_internal_18333" "7_internal_8888"
"27061" "1_internal_17184" "5_internal_8817"
"54885" "3_internal_12222" "6_internal_13824"
"29651" "1_internal_25049" "6_internal_13464"
"9895" "1_internal_16484" "13_internal_3883"
"6421" "11_internal_11504" "18_internal_3813"
"77798" "8_internal_9267" "10_internal_8651"
"79466" "8_internal_8562" "14_internal_5443"
"34032" "1_internal_20489" "9_internal_6877"
"4119" "1_internal_17386" "10_internal_10955"
"75177" "7_internal_8412" "14_internal_5558"
"54824" "3_internal_10865" "6_internal_9921"
"2549" "10_internal_8394" "19_internal_6043"
"51533" "3_internal_11550" "16_internal_5606"
"11587" "1_internal_16427" "15_internal_5691"
"42303" "2_internal_18459" "21_internal_2375"
"56665" "3_internal_11879" "9_internal_7140"
"83300" "9_internal_7379" "15_internal_6882"
"17805" "12_internal_13817" "20_internal_5113"
"11718" "1_internal_17411" "16_internal_6289"
"18810" "1_internal_16052" "22_internal_3417"
"83375" "9_internal_7101" "16_internal_7392"
"78362" "8_internal_9562" "11_internal_8924"
"16046" "12_internal_10053" "16_internal_6050"
"4269" "11_internal_9424" "12_internal_9321"
"7353" "1_internal_17660" "11_internal_8090"
"20227" "1_internal_16533" "2_internal_15137"
"7913" "1_internal_16806" "11_internal_10113"
"47904" "2_internal_13232" "8_internal_9268"
"39732" "2_internal_14814" "17_internal_7654"
"59468" "4_internal_7218" "19_internal_7426"
"27344" "1_internal_17928" "5_internal_8394"
"54583" "3_internal_12736" "5_internal_11228"
"64226" "5_internal_8274" "15_internal_6074"
"64437" "5_internal_13039" "15_internal_6031"
"17479" "1_internal_17359" "21_internal_2235"
"61373" "4_internal_8767" "7_internal_8427"
"18070" "12_internal_9267" "20_internal_5301"
"74362" "7_internal_8682" "11_internal_9519"
"42809" "2_internal_15951" "3_internal_13348"
"69471" "6_internal_13402" "13_internal_3901"
"79684" "8_internal_7142" "15_internal_6704"
"30480" "17_internal_8477" "19_internal_6414"
"32626" "1_internal_16591" "8_internal_7036"
"25632" "15_internal_5990" "16_internal_6050"
"34421" "1_internal_16191" "9_internal_7060"
"48073" "2_internal_13669" "9_internal_7385"
"1647" "10_internal_10402" "16_internal_6050"
"52587" "3_internal_11864" "19_internal_6449"
"42779" "2_internal_14968" "3_internal_11018"
"30508" "17_internal_8813" "19_internal_7390"
"60974" "4_internal_7677" "6_internal_12610"
"34362" "1_internal_19194" "9_internal_7656"
"3338" "1_internal_17181" "10_internal_8205"
"59829" "4_internal_9047" "20_internal_7274"
"16534" "12_internal_12385" "17_internal_9153"
"51848" "3_internal_11767" "17_internal_8586"
"65537" "5_internal_8502" "19_internal_6243"
"68465" "6_internal_14120" "11_internal_8611"
"74314" "7_internal_8737" "11_internal_7625"
"75735" "7_internal_12411" "16_internal_8831"
"69419" "6_internal_11058" "12_internal_8546"
"58638" "4_internal_7282" "15_internal_5789"
"76544" "7_internal_8186" "19_internal_6257"
"11740" "1_internal_16899" "16_internal_5668"
"81580" "8_internal_8962" "9_internal_7258"
"75320" "7_internal_8164" "14_internal_5656"
"16470" "12_internal_9670" "17_internal_7928"
"13173" "1_internal_16523" "18_internal_3090"
"56206" "3_internal_11525" "8_internal_9562"
"66786" "5_internal_8375" "6_internal_10398"
"49305" "3_internal_11816" "11_internal_7737"
"64530" "5_internal_8133" "16_internal_6808"
"1466" "10_internal_8356" "15_internal_5512"
"75461" "7_internal_8416" "15_internal_6532"
"59842" "4_internal_7122" "20_internal_6853"
"58196" "4_internal_7570" "14_internal_7934"
"9912" "1_internal_16068" "13_internal_3883"
"43168" "2_internal_13884" "3_internal_12838"
"50081" "3_internal_10963" "12_internal_12385"
"63467" "5_internal_9842" "12_internal_9203"
"16465" "12_internal_8495" "17_internal_8070"
"22727" "1_internal_16191" "3_internal_11879"
"75505" "7_internal_8379" "15_internal_5691"
"68763" "6_internal_15567" "11_internal_8397"
"51233" "3_internal_11864" "15_internal_6133"
"35116" "2_internal_13404" "10_internal_11503"
"42069" "2_internal_13762" "21_internal_2454"
"25756" "15_internal_5593" "17_internal_8294"
"1671" "10_internal_8829" "16_internal_5605"
"25765" "15_internal_6133" "17_internal_10736"
"31993" "1_internal_18035" "7_internal_8536"
"20772" "13_internal_4163" "14_internal_5530"
"51686" "3_internal_12145" "17_internal_11973"
"72649" "6_internal_10502" "7_internal_11503"
"1962" "10_internal_7836" "17_internal_7821"
"42643" "2_internal_14232" "22_internal_3487"
"16350" "12_internal_8546" "17_internal_7821"
"2993" "10_internal_7858" "21_internal_2258"
"24355" "14_internal_5558" "20_internal_7534"
"16347" "12_internal_8546" "17_internal_8640"
"57719" "4_internal_9998" "12_internal_8852"
"34210" "1_internal_16974" "9_internal_10745"
"35488" "2_internal_13409" "10_internal_8486"
"2765" "10_internal_8829" "20_internal_4839"
"78521" "8_internal_7041" "11_internal_8979"
"57753" "4_internal_7391" "12_internal_8674"
"81455" "8_internal_8170" "22_internal_3328"
"44135" "2_internal_18217" "4_internal_7625"
"15275" "12_internal_8847" "14_internal_5741"
"68765" "6_internal_15567" "11_internal_9519"
"65616" "5_internal_9139" "20_internal_4835"
"77634" "7_internal_8412" "9_internal_7680"
"33833" "19_internal_6219" "22_internal_4093"
"41967" "2_internal_17411" "20_internal_5430"
"36367" "2_internal_14060" "11_internal_8637"
"23780" "14_internal_7348" "18_internal_3348"
"74385" "7_internal_10052" "11_internal_7924"
"72388" "6_internal_11392" "22_internal_3417"
"43563" "2_internal_13286" "3_internal_11864"
"42900" "2_internal_14814" "3_internal_10963"
"53307" "3_internal_16690" "22_internal_3722"
"14278" "1_internal_17602" "20_internal_4919"
"22977" "1_internal_16445" "3_internal_10865"
"50978" "3_internal_11323" "15_internal_6851"
"66461" "5_internal_8608" "6_internal_11549"
"20011" "1_internal_16587" "2_internal_13730"
"14195" "1_internal_17181" "20_internal_4835"
"62915" "5_internal_8263" "11_internal_8675"
"28191" "16_internal_6080" "19_internal_6321"
"69386" "6_internal_12542" "12_internal_12385"
"13555" "1_internal_15656" "19_internal_6449"
"57034" "4_internal_7218" "11_internal_8675"
"28357" "16_internal_5774" "19_internal_7195"
"34077" "1_internal_17298" "9_internal_8405"
"65385" "5_internal_11712" "19_internal_6274"
"75857" "7_internal_9074" "17_internal_9617"
"57721" "4_internal_9998" "12_internal_12385"
"74937" "7_internal_9994" "13_internal_4163"
"80411" "8_internal_6905" "18_internal_3353"
"17519" "1_internal_18837" "21_internal_2680"
"47249" "2_internal_14829" "8_internal_7036"
"14447" "1_internal_17015" "20_internal_5790"
"10691" "1_internal_17521" "14_internal_6068"
"40871" "2_internal_14829" "19_internal_6844"
"60096" "4_internal_7369" "21_internal_2454"
"51879" "3_internal_12418" "17_internal_7681"
"6925" "11_internal_9519" "19_internal_5968"
"21087" "13_internal_4148" "16_internal_6760"
"29757" "1_internal_17202" "6_internal_10776"
"40999" "2_internal_13404" "19_internal_6844"
"3820" "1_internal_16329" "10_internal_8829"
"66473" "5_internal_8477" "6_internal_12885"
"26342" "15_internal_5555" "19_internal_6092"
"39224" "2_internal_15137" "15_internal_5555"
"58428" "4_internal_7794" "14_internal_5554"
"43922" "2_internal_13711" "4_internal_7796"
"15778" "12_internal_9267" "15_internal_6217"
"34324" "1_internal_16731" "9_internal_9165"
"10523" "1_internal_17660" "14_internal_5890"
"48294" "2_internal_13479" "9_internal_7060"
"24627" "14_internal_5646" "22_internal_3571"
"45441" "2_internal_15327" "5_internal_9591"
"22575" "1_internal_16523" "3_internal_11256"
"81056" "8_internal_8035" "20_internal_4839"
"9632" "1_internal_18467" "12_internal_10053"
"21029" "13_internal_3901" "16_internal_6298"
"42203" "2_internal_16487" "21_internal_2868"
"74019" "7_internal_8574" "10_internal_8634"
"67192" "5_internal_9163" "8_internal_8422"
"52656" "3_internal_12736" "19_internal_6126"
"9561" "1_internal_16886" "12_internal_10370"
"74354" "7_internal_8682" "11_internal_10529"
"9887" "1_internal_18954" "12_internal_8652"
"22613" "1_internal_16440" "3_internal_11012"
"54981" "3_internal_11622" "6_internal_10502"
"65210" "5_internal_8525" "18_internal_3584"
"2423" "10_internal_8829" "19_internal_6639"
"35866" "2_internal_13457" "11_internal_7806"
"16687" "12_internal_8486" "18_internal_3584"
"42952" "2_internal_15014" "3_internal_12954"
"77974" "8_internal_6922" "10_internal_8331"
"45395" "2_internal_13718" "5_internal_10155"
"64251" "5_internal_9163" "15_internal_6434"
"5012" "11_internal_9044" "14_internal_5761"
"6474" "11_internal_8637" "18_internal_3090"
"22987" "1_internal_18472" "3_internal_11271"
"72148" "6_internal_10747" "21_internal_3485"
"20445" "1_internal_17069" "2_internal_14232"
"8261" "11_internal_9414" "20_internal_4910"
"10918" "1_internal_18097" "14_internal_5918"
"21437" "13_internal_3883" "19_internal_6697"
"66967" "5_internal_11007" "7_internal_8782"
"49201" "3_internal_10865" "11_internal_10529"
"57492" "4_internal_7831" "12_internal_8652"
"50199" "3_internal_13683" "12_internal_9623"
"30635" "17_internal_9617" "20_internal_6351"
"4780" "11_internal_11762" "13_internal_6489"
"75719" "7_internal_9557" "16_internal_6564"
"78992" "8_internal_7250" "12_internal_8486"
"33595" "19_internal_6257" "21_internal_2157"
"73372" "6_internal_15302" "8_internal_7537"
"82831" "9_internal_7337" "13_internal_6099"
"45460" "2_internal_13266" "5_internal_8587"
"78056" "8_internal_7211" "10_internal_8446"
"28252" "16_internal_5605" "19_internal_5973"
"38115" "2_internal_13573" "14_internal_6303"
"64768" "5_internal_8133" "17_internal_7914"
"67555" "5_internal_8660" "9_internal_7159"
"72807" "6_internal_11465" "7_internal_8364"
"56112" "3_internal_12219" "8_internal_8562"
"25368" "1_internal_16768" "4_internal_7794"
"73921" "7_internal_8536" "10_internal_7733"
"24803" "1_internal_24689" "4_internal_7218"
"38935" "2_internal_13739" "15_internal_5990"
"75442" "7_internal_8888" "15_internal_6101"
"61928" "4_internal_8816" "8_internal_7287"
"34011" "1_internal_23835" "9_internal_9221"
"28024" "16_internal_6298" "17_internal_7928"
"8372" "11_internal_8283" "21_internal_2868"
"19861" "1_internal_16604" "2_internal_15014"
"17510" "1_internal_21620" "21_internal_3397"
"28455" "16_internal_6771" "20_internal_5072"
"72268" "6_internal_11465" "21_internal_2317"
"52789" "3_internal_11652" "20_internal_5093"
"7537" "1_internal_17017" "11_internal_7717"
"48636" "3_internal_11601" "10_internal_8446"
"31755" "1_internal_17513" "7_internal_9303"
"64454" "5_internal_12083" "15_internal_5884"
"57306" "4_internal_7920" "11_internal_8863"
"29160" "1_internal_16688" "6_internal_10917"
"74256" "7_internal_10637" "11_internal_10599"
"63783" "5_internal_9256" "13_internal_4163"
"362" "10_internal_8290" "11_internal_7806"
"32107" "18_internal_3090" "19_internal_6248"
"53573" "3_internal_12385" "4_internal_8588"
"74006" "7_internal_12592" "10_internal_8508"
"12034" "1_internal_18214" "16_internal_7874"
"73578" "6_internal_10358" "9_internal_7060"
"43083" "2_internal_14084" "3_internal_12222"
"13319" "1_internal_17181" "19_internal_6449"
"51196" "3_internal_11269" "15_internal_6420"
"80730" "8_internal_8231" "19_internal_5894"
"42097" "2_internal_14093" "21_internal_3361"
"12883" "1_internal_18195" "17_internal_8329"
"66119" "5_internal_9243" "22_internal_3416"
"19824" "1_internal_17304" "2_internal_13883"
"75014" "7_internal_8666" "13_internal_4159"
"983" "10_internal_7786" "13_internal_3849"
"70743" "6_internal_12610" "17_internal_7924"
"43992" "2_internal_14829" "4_internal_8816"
"22382" "1_internal_18837" "3_internal_11805"
"774" "10_internal_9321" "12_internal_9874"
"25948" "15_internal_6851" "17_internal_8882"
"37092" "2_internal_16728" "12_internal_9727"
"84336" "9_internal_7309" "20_internal_5113"
"76136" "7_internal_10174" "17_internal_7924"
"44555" "2_internal_13267" "4_internal_7636"
"252" "10_internal_8394" "11_internal_7782"
"41905" "2_internal_14766" "20_internal_4994"
"27895" "16_internal_5606" "17_internal_8959"
"83599" "9_internal_7427" "17_internal_8106"
"12443" "1_internal_17238" "17_internal_8271"
"51647" "3_internal_13258" "17_internal_7681"
"3894" "1_internal_16886" "10_internal_8446"
"22266" "1_internal_17015" "3_internal_11821"
"28760" "16_internal_7511" "22_internal_3699"
"71452" "6_internal_10247" "19_internal_6460"
"13557" "1_internal_15656" "19_internal_6284"
"20454" "1_internal_24202" "2_internal_16487"
"72655" "6_internal_11423" "7_internal_9020"
"73753" "7_internal_8308" "10_internal_10884"
"72054" "6_internal_14884" "20_internal_6285"
"10113" "1_internal_16731" "13_internal_4149"
"5722" "11_internal_7685" "16_internal_5674"
"49936" "3_internal_14644" "12_internal_10810"
"62351" "5_internal_9243" "10_internal_7836"
"6685" "11_internal_8397" "19_internal_6697"
"6730" "11_internal_7586" "19_internal_6639"
"70554" "6_internal_11178" "16_internal_7197"
"82771" "9_internal_6958" "12_internal_9089"
"55890" "3_internal_13258" "8_internal_7537"
"32798" "1_internal_25034" "8_internal_8231"
"20344" "1_internal_17272" "2_internal_14177"
"36270" "2_internal_13354" "11_internal_8188"
"35405" "2_internal_13354" "10_internal_11168"
"9598" "1_internal_16372" "12_internal_8852"
"53300" "3_internal_13793" "22_internal_3232"
"19284" "1_internal_20387" "2_internal_14113"
"73894" "7_internal_9574" "10_internal_7957"
"75768" "7_internal_9046" "16_internal_5774"
"32144" "18_internal_3165" "19_internal_6631"
"2250" "10_internal_8556" "18_internal_3090"
"25286" "1_internal_16827" "4_internal_7369"
"80388" "8_internal_7287" "17_internal_8288"
"2020" "10_internal_8259" "17_internal_7681"
"84273" "9_internal_7427" "20_internal_5301"
"46563" "2_internal_15014" "7_internal_8164"
"54493" "3_internal_11821" "5_internal_8394"
"73275" "6_internal_9847" "8_internal_7036"
"11732" "1_internal_17086" "16_internal_8921"
"70236" "6_internal_10363" "15_internal_5947"
"41415" "2_internal_21276" "19_internal_7876"
"1431" "10_internal_7937" "15_internal_7775"
"5133" "11_internal_9047" "14_internal_5899"
"65972" "5_internal_8466" "21_internal_2680"
"62807" "5_internal_9163" "11_internal_8222"
"38" "10_internal_8651" "11_internal_8098"
"12890" "1_internal_17246" "17_internal_8271"
"35141" "2_internal_17047" "10_internal_7937"
"3263" "10_internal_8803" "22_internal_3362"
"72566" "6_internal_10254" "7_internal_11609"
"72950" "6_internal_11946" "8_internal_8962"
"46609" "2_internal_16200" "7_internal_9281"
"13819" "1_internal_15832" "19_internal_6449"
"60473" "4_internal_10180" "5_internal_8466"
"57608" "4_internal_7359" "12_internal_12213"
"4223" "11_internal_7890" "12_internal_13576"
"7846" "1_internal_17458" "11_internal_8580"
"33131" "1_internal_18195" "8_internal_6990"
"79775" "8_internal_8170" "15_internal_5762"
"62762" "5_internal_9539" "11_internal_8283"
"62111" "4_internal_7493" "9_internal_7427"
"54155" "3_internal_12374" "5_internal_12420"
"33274" "19_internal_5968" "20_internal_6602"
"52377" "3_internal_10865" "19_internal_5811"
"7900" "1_internal_17221" "11_internal_9519"
"78696" "8_internal_10280" "12_internal_9055"
"32344" "18_internal_3739" "22_internal_3812"
"42320" "2_internal_14942" "21_internal_2190"
"23208" "14_internal_5899" "15_internal_5512"
"5701" "11_internal_8580" "16_internal_5697"
"47699" "2_internal_13286" "8_internal_7693"
"35561" "2_internal_13266" "10_internal_8486"
"53795" "3_internal_15366" "4_internal_9622"
"37704" "2_internal_14875" "13_internal_4084"
"50296" "3_internal_11879" "12_internal_9267"
"55407" "3_internal_11820" "7_internal_8694"
"83049" "9_internal_7309" "14_internal_6535"
"62366" "5_internal_9276" "10_internal_8737"
"79679" "8_internal_8962" "15_internal_5609"
"44832" "2_internal_15434" "5_internal_8133"
"17939" "12_internal_12213" "20_internal_6153"
"55837" "3_internal_12385" "8_internal_10534"
"62276" "4_internal_7477" "9_internal_7780"
"70817" "6_internal_10556" "17_internal_7654"
"44979" "2_internal_17047" "5_internal_8482"
"55701" "3_internal_11797" "7_internal_8782"
"19980" "1_internal_16052" "2_internal_13521"
"84173" "9_internal_6805" "19_internal_6489"
"25586" "15_internal_5737" "16_internal_6669"
"15741" "12_internal_9490" "15_internal_5707"
"3992" "1_internal_15894" "10_internal_7858"
"81612" "8_internal_7202" "9_internal_7101"
"13227" "1_internal_15894" "18_internal_3167"
"2608" "10_internal_7957" "19_internal_6270"
"77226" "7_internal_8874" "8_internal_7440"
"59662" "4_internal_7245" "19_internal_6857"
"41578" "2_internal_13803" "20_internal_5018"
"21255" "13_internal_4148" "17_internal_7918"
"21555" "13_internal_4084" "20_internal_5016"
"66948" "5_internal_8263" "7_internal_8536"
"31978" "1_internal_18097" "7_internal_8682"
"84025" "9_internal_8616" "19_internal_6995"
"44101" "2_internal_13457" "4_internal_7359"
"3849" "1_internal_16523" "10_internal_9093"
"74086" "7_internal_8694" "11_internal_7860"
"81286" "8_internal_7256" "21_internal_2190"
"67980" "6_internal_11322" "10_internal_10384"
"83294" "9_internal_7774" "15_internal_5707"
"6752" "11_internal_7842" "19_internal_6489"
"17478" "1_internal_17359" "21_internal_3422"
"36981" "2_internal_18287" "12_internal_8665"
"45263" "2_internal_13354" "5_internal_9243"
"960" "10_internal_8259" "13_internal_4118"
"80008" "8_internal_8011" "16_internal_5766"
"13558" "1_internal_15656" "19_internal_7426"
"12625" "1_internal_16135" "17_internal_8477"
"10286" "1_internal_16484" "14_internal_5558"
"41914" "2_internal_14857" "20_internal_4749"
"81541" "8_internal_6905" "9_internal_6839"
"6241" "11_internal_8153" "17_internal_7890"
"20506" "1_internal_18112" "2_internal_13894"
"70812" "6_internal_11423" "17_internal_8363"
"592" "10_internal_7711" "12_internal_9831"
"84531" "9_internal_7140" "21_internal_2392"
"56298" "3_internal_11805" "8_internal_7693"
"68490" "6_internal_10513" "11_internal_8551"
"82474" "9_internal_7656" "12_internal_12385"
"4109" "1_internal_17905" "10_internal_10842"
"64318" "5_internal_8263" "15_internal_5707"
"8200" "11_internal_8034" "20_internal_4673"
"37961" "2_internal_13409" "13_internal_4271"
"66205" "5_internal_9368" "22_internal_3429"
"35245" "2_internal_13688" "10_internal_8033"
"20758" "13_internal_3849" "14_internal_5443"
"8592" "11_internal_8057" "22_internal_3517"
"48461" "2_internal_13513" "9_internal_8557"
"23810" "14_internal_5493" "18_internal_4869"
"61918" "4_internal_8816" "8_internal_9267"
"70599" "6_internal_13824" "16_internal_6481"
"50467" "3_internal_11827" "13_internal_3981"
"207" "10_internal_8486" "11_internal_9424"
"6458" "11_internal_11196" "18_internal_4458"
"10344" "1_internal_20684" "14_internal_5872"
"7389" "1_internal_18016" "11_internal_10344"
"56117" "3_internal_11835" "8_internal_7142"
"84271" "9_internal_7427" "20_internal_5633"
"35347" "2_internal_14696" "10_internal_8905"
"8620" "11_internal_10381" "22_internal_3734"
"25934" "15_internal_5555" "17_internal_7888"
"21888" "1_internal_17008" "3_internal_11864"
"14807" "12_internal_10451" "13_internal_3901"
"63316" "5_internal_9440" "12_internal_9279"
"75957" "7_internal_8505" "17_internal_8627"
"4552" "11_internal_8186" "12_internal_8617"
"10339" "1_internal_18756" "14_internal_6425"
"4919" "11_internal_7860" "14_internal_5899"
"27957" "16_internal_6074" "17_internal_8768"
"4405" "11_internal_9567" "12_internal_12271"
"18388" "12_internal_13817" "22_internal_3457"
"33305" "19_internal_6460" "20_internal_5690"
"37521" "2_internal_13718" "12_internal_11485"
"82704" "9_internal_6626" "12_internal_8759"
"46162" "2_internal_14447" "6_internal_10641"
"66365" "5_internal_8482" "6_internal_11493"
"61887" "4_internal_9307" "8_internal_7021"
"55747" "3_internal_11550" "7_internal_8412"
"51878" "3_internal_12418" "17_internal_7928"
"59294" "4_internal_9693" "18_internal_3127"
"31300" "17_internal_8528" "22_internal_3861"
"31240" "17_internal_7821" "22_internal_3438"
"61734" "4_internal_7359" "8_internal_7580"
"12274" "1_internal_17086" "17_internal_7958"
"75894" "7_internal_8757" "17_internal_8032"
"16015" "12_internal_10628" "16_internal_6477"
"30411" "17_internal_7821" "19_internal_5985"
"33790" "19_internal_6593" "22_internal_3362"
"55800" "3_internal_13793" "8_internal_9072"
"68353" "6_internal_11430" "11_internal_9519"
"16370" "12_internal_8847" "17_internal_9237"
"61934" "4_internal_7050" "8_internal_7057"
"81401" "8_internal_7697" "22_internal_3571"
"68347" "6_internal_10141" "11_internal_8473"
"55531" "3_internal_12035" "7_internal_8782"
"14047" "1_internal_19067" "19_internal_6786"
"50414" "3_internal_12140" "13_internal_4916"
"12318" "1_internal_18945" "17_internal_7924"
"6910" "11_internal_8098" "19_internal_6844"
"56187" "3_internal_12022" "8_internal_7036"
"12371" "1_internal_15656" "17_internal_7876"
"57727" "4_internal_9622" "12_internal_10715"
"57131" "4_internal_7683" "11_internal_8580"
"57395" "4_internal_7477" "11_internal_8863"
"72407" "6_internal_10247" "22_internal_3457"
"65803" "5_internal_8394" "20_internal_5433"
"71081" "6_internal_10689" "17_internal_8441"
"65387" "5_internal_8263" "19_internal_6035"
"62463" "5_internal_8791" "10_internal_8737"
"51992" "3_internal_11165" "17_internal_8441"
