"id1" "id2"
"30721" "17_internal_7654" "20_internal_4878"
"26686" "15_internal_5737" "21_internal_2157"
"40138" "2_internal_13569" "17_internal_8265"
"14642" "1_internal_16848" "20_internal_5301"
"22516" "1_internal_16731" "3_internal_12171"
"37649" "2_internal_17371" "13_internal_4077"
"47399" "2_internal_13404" "8_internal_7036"
"26826" "15_internal_5593" "22_internal_4474"
"1423" "10_internal_8422" "15_internal_5446"
"81991" "9_internal_7385" "10_internal_9124"
"64833" "5_internal_8263" "17_internal_8145"
"3351" "1_internal_16036" "10_internal_7852"
"84" "10_internal_10779" "11_internal_9414"
"40693" "2_internal_16290" "18_internal_3584"
"70218" "6_internal_10247" "15_internal_5745"
"1788" "10_internal_8290" "16_internal_5606"
"84162" "9_internal_6805" "19_internal_5894"
"16458" "12_internal_8693" "17_internal_8586"
"41650" "2_internal_14113" "20_internal_4910"
"80952" "8_internal_8410" "20_internal_4749"
"32430" "1_internal_17181" "8_internal_7693"
"19230" "1_internal_18945" "2_internal_20231"
"2338" "10_internal_8446" "18_internal_3090"
"15888" "12_internal_10370" "16_internal_6050"
"78501" "8_internal_7391" "11_internal_7890"
"74010" "7_internal_8186" "10_internal_7711"
"83575" "9_internal_8624" "17_internal_7876"
"17031" "12_internal_9089" "19_internal_7140"
"42627" "2_internal_15591" "22_internal_3454"
"80357" "8_internal_7580" "17_internal_9318"
"15831" "12_internal_8674" "15_internal_6851"
"66839" "5_internal_8274" "7_internal_8412"
"72965" "6_internal_10254" "8_internal_9562"
"81219" "8_internal_7362" "21_internal_2258"
"59778" "4_internal_7411" "20_internal_4872"
"23125" "14_internal_6080" "15_internal_6851"
"539" "10_internal_10842" "12_internal_9363"
"63665" "5_internal_8483" "12_internal_9107"
"29633" "1_internal_16848" "6_internal_11237"
"67243" "5_internal_8466" "8_internal_7769"
"38750" "2_internal_14814" "15_internal_5512"
"30533" "17_internal_7924" "19_internal_5811"
"21093" "13_internal_4091" "16_internal_6013"
"62481" "5_internal_8587" "10_internal_7763"
"19048" "1_internal_16068" "2_internal_14232"
"59821" "4_internal_7359" "20_internal_7274"
"80621" "8_internal_7697" "19_internal_6035"
"41765" "2_internal_14117" "20_internal_4985"
"6852" "11_internal_9047" "19_internal_5811"
"3990" "1_internal_19663" "10_internal_12158"
"51279" "3_internal_11550" "15_internal_6217"
"23985" "14_internal_6080" "19_internal_6085"
"11262" "1_internal_19075" "15_internal_6254"
"55614" "3_internal_12987" "7_internal_8782"
"17855" "12_internal_8918" "20_internal_4689"
"25244" "1_internal_16523" "4_internal_7772"
"41547" "2_internal_14093" "20_internal_4910"
"52343" "3_internal_10883" "19_internal_6321"
"56891" "4_internal_7245" "10_internal_11168"
"33928" "19_internal_5811" "22_internal_3429"
"77506" "7_internal_8164" "8_internal_8562"
"10148" "1_internal_16533" "13_internal_4084"
"73611" "6_internal_11465" "9_internal_6890"
"27864" "1_internal_27348" "5_internal_8502"
"77699" "7_internal_8778" "9_internal_6839"
"20791" "13_internal_4241" "14_internal_6921"
"51595" "3_internal_11014" "17_internal_9318"
"54793" "3_internal_11601" "6_internal_12125"
"40668" "2_internal_13354" "18_internal_3584"
"46897" "2_internal_13043" "7_internal_11573"
"29092" "1_internal_18607" "6_internal_10358"
"55409" "3_internal_11820" "7_internal_10174"
"62791" "5_internal_8482" "11_internal_8385"
"64930" "5_internal_8394" "17_internal_7995"
"54250" "3_internal_11749" "5_internal_8654"
"48065" "2_internal_13917" "9_internal_7787"
"4016" "1_internal_18195" "10_internal_7786"
"72266" "6_internal_11465" "21_internal_2454"
"14911" "12_internal_8847" "13_internal_4118"
"10066" "1_internal_22332" "13_internal_4067"
"67997" "6_internal_10358" "10_internal_8651"
"62570" "5_internal_9368" "10_internal_8634"
"63879" "5_internal_9637" "14_internal_5530"
"34093" "1_internal_15656" "9_internal_7656"
"37752" "2_internal_13457" "13_internal_3824"
"53354" "3_internal_12011" "22_internal_3699"
"14199" "1_internal_17181" "20_internal_5301"
"9412" "1_internal_16052" "12_internal_8949"
"71416" "6_internal_10141" "19_internal_6803"
"57218" "4_internal_7369" "11_internal_8003"
"26588" "15_internal_6051" "20_internal_5228"
"71028" "6_internal_11549" "17_internal_7995"
"32815" "1_internal_18837" "8_internal_8231"
"9265" "1_internal_16425" "12_internal_8652"
"10624" "1_internal_18837" "14_internal_5558"
"50119" "3_internal_11256" "12_internal_8486"
"9874" "1_internal_17386" "12_internal_9262"
"34821" "2_internal_14430" "10_internal_8041"
"14820" "12_internal_13817" "13_internal_3981"
"82563" "9_internal_8557" "12_internal_10810"
"8332" "11_internal_8524" "20_internal_5790"
"47798" "2_internal_14606" "8_internal_7091"
"51093" "3_internal_11012" "15_internal_7489"
"31098" "17_internal_7914" "22_internal_3487"
"66457" "5_internal_8608" "6_internal_10141"
"45249" "2_internal_13286" "5_internal_8593"
"7742" "1_internal_16886" "11_internal_7806"
"60917" "4_internal_10180" "6_internal_10358"
"47037" "2_internal_15427" "7_internal_8467"
"82024" "9_internal_6626" "10_internal_8466"
"58450" "4_internal_7767" "14_internal_5459"
"78484" "8_internal_7091" "11_internal_7635"
"19148" "1_internal_17184" "2_internal_13867"
"52109" "3_internal_11279" "18_internal_3668"
"72173" "6_internal_9921" "21_internal_2258"
"14117" "1_internal_16544" "19_internal_6257"
"19086" "1_internal_17008" "2_internal_14060"
"51435" "3_internal_10953" "16_internal_8921"
"37026" "2_internal_14803" "12_internal_8617"
"44665" "2_internal_13531" "5_internal_8766"
"55913" "3_internal_11601" "8_internal_8562"
"18117" "12_internal_8776" "20_internal_4673"
"12578" "1_internal_18837" "17_internal_8640"
"26253" "15_internal_5691" "19_internal_6660"
"14310" "1_internal_17298" "20_internal_4872"
"52809" "3_internal_10865" "20_internal_5072"
"21626" "13_internal_4148" "20_internal_4878"
"64006" "5_internal_8587" "14_internal_6921"
"75586" "7_internal_8327" "16_internal_6166"
"1249" "10_internal_9405" "14_internal_6689"
"29118" "1_internal_17238" "6_internal_10641"
"22205" "1_internal_17138" "3_internal_11018"
"66681" "5_internal_8777" "6_internal_9847"
"59384" "4_internal_8588" "18_internal_3127"
"19142" "1_internal_17184" "2_internal_14829"
"49850" "3_internal_11384" "12_internal_12385"
"42054" "2_internal_19093" "21_internal_3087"
"20291" "1_internal_16848" "2_internal_13867"
"24812" "1_internal_18342" "4_internal_7298"
"1547" "10_internal_8321" "15_internal_5512"
"19622" "1_internal_18180" "2_internal_14803"
"5555" "11_internal_7737" "15_internal_5446"
"63944" "5_internal_9591" "14_internal_5719"
"41388" "2_internal_15427" "19_internal_6126"
"18696" "1_internal_18607" "22_internal_3571"
"82377" "9_internal_7140" "11_internal_7842"
"71492" "6_internal_10351" "19_internal_5985"
"83150" "9_internal_7080" "15_internal_6051"
"54417" "3_internal_12418" "5_internal_8482"
"69152" "6_internal_10162" "12_internal_9262"
"41561" "2_internal_14093" "20_internal_5433"
"33127" "1_internal_17069" "8_internal_7769"
"40040" "2_internal_15119" "17_internal_8363"
"21329" "13_internal_4070" "18_internal_3167"
"57393" "4_internal_7477" "11_internal_8473"
"82316" "9_internal_7733" "11_internal_7806"
"65473" "5_internal_9240" "19_internal_8755"
"9055" "1_internal_16591" "12_internal_9279"
"30460" "17_internal_7958" "19_internal_6660"
"17229" "12_internal_9267" "19_internal_5811"
"74389" "7_internal_8574" "11_internal_7586"
"18693" "1_internal_17886" "22_internal_3487"
"55366" "3_internal_11014" "7_internal_8379"
"56853" "4_internal_7589" "10_internal_9297"
"27639" "1_internal_16848" "5_internal_8477"
"69967" "6_internal_12125" "14_internal_5459"
"76108" "7_internal_9808" "17_internal_8159"
"39124" "2_internal_13043" "15_internal_5707"
"22632" "1_internal_16827" "3_internal_11550"
"56389" "3_internal_13258" "9_internal_6752"
"48826" "3_internal_14371" "10_internal_10779"
"53247" "3_internal_13594" "21_internal_2321"
"26448" "15_internal_6434" "20_internal_5301"
"12679" "1_internal_17322" "17_internal_9220"
"66305" "5_internal_9243" "6_internal_10641"
"67011" "5_internal_10138" "7_internal_8536"
"53900" "3_internal_12418" "4_internal_7570"
"51998" "3_internal_11550" "17_internal_8640"
"23591" "14_internal_6689" "17_internal_9237"
"27834" "1_internal_15899" "5_internal_9024"
"4939" "11_internal_8283" "14_internal_8453"
"22263" "1_internal_17015" "3_internal_12171"
"42720" "2_internal_14060" "22_internal_3362"
"3631" "1_internal_19075" "10_internal_8396"
"84159" "9_internal_7140" "19_internal_5811"
"57816" "4_internal_7905" "12_internal_9831"
"902" "10_internal_8905" "13_internal_4118"
"12303" "1_internal_17026" "17_internal_8640"
"16696" "12_internal_12213" "18_internal_3373"
"33562" "19_internal_6248" "21_internal_2157"
"83810" "9_internal_6805" "17_internal_8329"
"76481" "7_internal_8778" "19_internal_6284"
"24987" "1_internal_16688" "4_internal_10180"
"32111" "18_internal_3090" "19_internal_6085"
"79062" "8_internal_7036" "12_internal_8729"
"77509" "7_internal_8164" "8_internal_6990"
"68659" "6_internal_11118" "11_internal_9478"
"19574" "1_internal_17138" "2_internal_14829"
"36147" "2_internal_13569" "11_internal_9414"
"59414" "4_internal_7614" "18_internal_3584"
"1451" "10_internal_7763" "15_internal_7775"
"53977" "3_internal_13312" "4_internal_8816"
"57994" "4_internal_7373" "13_internal_3883"
"10679" "1_internal_15832" "14_internal_5459"
"75619" "7_internal_9074" "16_internal_5523"
"28725" "16_internal_6074" "22_internal_3571"
"51687" "3_internal_12145" "17_internal_8066"
"26089" "15_internal_6532" "18_internal_3668"
"19884" "1_internal_21400" "2_internal_14923"
"25719" "15_internal_6434" "17_internal_8271"
"27325" "1_internal_16974" "5_internal_8777"
"36552" "21_internal_3068" "22_internal_4474"
"9821" "1_internal_17173" "12_internal_9565"
"42993" "2_internal_15434" "3_internal_12686"
"72554" "6_internal_10077" "7_internal_8073"
"15874" "12_internal_9845" "16_internal_7511"
"12724" "1_internal_16523" "17_internal_7924"
"59975" "4_internal_8744" "20_internal_4736"
"74288" "7_internal_8073" "11_internal_7625"
"63911" "5_internal_8274" "14_internal_5918"
"9738" "1_internal_17246" "12_internal_8617"
"21232" "13_internal_3883" "17_internal_7654"
"25393" "1_internal_17401" "4_internal_8302"
"8678" "11_internal_7844" "22_internal_3457"
"42466" "2_internal_14814" "22_internal_3232"
"20140" "1_internal_16440" "2_internal_13337"
"59973" "4_internal_7796" "20_internal_5433"
"3669" "1_internal_17508" "10_internal_7937"
"59282" "4_internal_7548" "18_internal_3584"
"38567" "2_internal_14060" "14_internal_5554"
"42875" "2_internal_13711" "3_internal_12542"
"66392" "5_internal_9073" "6_internal_11531"
"75602" "7_internal_8782" "16_internal_6050"
"25486" "1_internal_16427" "4_internal_7391"
"68537" "6_internal_10628" "11_internal_9047"
"53147" "3_internal_12838" "21_internal_3618"
"82873" "9_internal_7246" "13_internal_4070"
"4231" "11_internal_9323" "12_internal_13403"
"82781" "9_internal_8405" "13_internal_4077"
"80371" "8_internal_6990" "17_internal_7918"
"32010" "1_internal_16427" "7_internal_8412"
"54929" "3_internal_11279" "6_internal_11460"
"27718" "1_internal_16103" "5_internal_9719"
"46338" "2_internal_16290" "6_internal_9847"
"36311" "2_internal_14330" "11_internal_9414"
"12280" "1_internal_16455" "17_internal_8320"
"38443" "2_internal_13901" "14_internal_5530"
"10839" "1_internal_16848" "14_internal_5554"
"49547" "3_internal_11058" "11_internal_8098"
"73822" "7_internal_11346" "10_internal_8975"
"84332" "9_internal_7309" "20_internal_6153"
"13966" "1_internal_16533" "19_internal_6383"
"42580" "2_internal_13739" "22_internal_3485"
"11534" "1_internal_16103" "15_internal_5446"
"6042" "11_internal_7685" "17_internal_8050"
"65059" "5_internal_8483" "17_internal_7911"
"7258" "1_internal_22292" "11_internal_8524"
"35525" "2_internal_15427" "10_internal_8486"
"16098" "12_internal_8776" "16_internal_6138"
"70388" "6_internal_10689" "15_internal_5707"
"83121" "9_internal_6805" "14_internal_5459"
"17624" "1_internal_16886" "21_internal_2258"
"16987" "12_internal_9057" "19_internal_6639"
"67384" "5_internal_8394" "8_internal_7537"
"78715" "8_internal_7697" "12_internal_10119"
"23059" "14_internal_5715" "15_internal_5707"
"35757" "2_internal_16202" "11_internal_10344"
"39915" "2_internal_14113" "17_internal_8460"
"50578" "3_internal_11271" "14_internal_5715"
"61034" "4_internal_7391" "6_internal_10247"
"56308" "3_internal_11879" "8_internal_7693"
"81451" "8_internal_7693" "22_internal_3438"
"40336" "2_internal_16290" "17_internal_9050"
"8743" "11_internal_7737" "22_internal_3357"
"57504" "4_internal_7411" "12_internal_8847"
"57664" "4_internal_8042" "12_internal_9677"
"38452" "2_internal_13479" "14_internal_5558"
"67878" "6_internal_10641" "10_internal_8205"
"38310" "2_internal_17047" "14_internal_5607"
"55097" "3_internal_11639" "6_internal_10641"
"63701" "5_internal_8274" "13_internal_3824"
"29375" "1_internal_16135" "6_internal_10302"
"1491" "10_internal_8205" "15_internal_6532"
"32004" "1_internal_16544" "7_internal_8234"
"70003" "6_internal_10689" "14_internal_5554"
"81594" "8_internal_7142" "9_internal_6805"
"50509" "3_internal_11864" "13_internal_3981"
"39157" "2_internal_14766" "15_internal_5947"
"41875" "2_internal_14280" "20_internal_6021"
"63181" "5_internal_10004" "12_internal_9126"
"32563" "1_internal_17077" "8_internal_7250"
"10290" "1_internal_16484" "14_internal_5530"
"13601" "1_internal_16591" "19_internal_5811"
"33492" "19_internal_6383" "20_internal_4839"
"25647" "15_internal_6051" "16_internal_6298"
"42437" "2_internal_14177" "22_internal_3429"
"31150" "17_internal_8294" "22_internal_3232"
"63542" "5_internal_9676" "12_internal_9057"
"46352" "2_internal_13409" "6_internal_14884"
"29003" "1_internal_17077" "6_internal_11472"
"60340" "4_internal_7218" "5_internal_8477"
"71294" "6_internal_11118" "18_internal_3964"
"77124" "7_internal_9557" "22_internal_3734"
"3142" "10_internal_8033" "21_internal_2190"
"10253" "1_internal_17173" "13_internal_3781"
"31220" "17_internal_8329" "22_internal_3232"
"5573" "11_internal_8924" "15_internal_6492"
"26327" "15_internal_7489" "19_internal_6686"
"20384" "1_internal_17401" "2_internal_15427"
"26177" "15_internal_6434" "19_internal_6085"
"57728" "4_internal_9622" "12_internal_9135"
"31055" "17_internal_8070" "21_internal_2286"
"84149" "9_internal_7140" "19_internal_6654"
"81273" "8_internal_8035" "21_internal_2190"
"40197" "2_internal_14447" "17_internal_8271"
"10407" "1_internal_17026" "14_internal_5775"
"72577" "6_internal_11493" "7_internal_8748"
"10261" "1_internal_15899" "13_internal_4118"
"37957" "2_internal_13409" "13_internal_3901"
"8811" "1_internal_17181" "12_internal_9107"
"29712" "1_internal_15894" "6_internal_11097"
"16201" "12_internal_10370" "17_internal_7821"
"50926" "3_internal_12736" "14_internal_5607"
"8395" "11_internal_8580" "21_internal_2680"
"10053" "1_internal_16574" "13_internal_4084"
"37906" "2_internal_13043" "13_internal_3883"
"39043" "2_internal_14232" "15_internal_5593"
"35703" "2_internal_15873" "11_internal_8979"
"67554" "5_internal_10155" "9_internal_6654"
"48692" "3_internal_11384" "10_internal_7733"
"65004" "5_internal_9356" "17_internal_7681"
"42362" "2_internal_16667" "21_internal_2262"
"15792" "12_internal_12385" "15_internal_6074"
"51930" "3_internal_11864" "17_internal_7958"
"27128" "1_internal_17077" "5_internal_8502"
"48968" "3_internal_13641" "10_internal_8417"
"78020" "8_internal_8562" "10_internal_7733"
"31818" "1_internal_16523" "7_internal_8412"
"33277" "19_internal_5968" "20_internal_4785"
"49521" "3_internal_13594" "11_internal_8644"
"49159" "3_internal_11652" "11_internal_7650"
"47566" "2_internal_14943" "8_internal_8231"
"7955" "1_internal_16427" "11_internal_7717"
"50493" "3_internal_11256" "13_internal_5185"
"75971" "7_internal_8536" "17_internal_10736"
"27565" "1_internal_16440" "5_internal_8375"
"19293" "1_internal_17048" "2_internal_14766"
"72109" "6_internal_14181" "20_internal_4983"
"60106" "4_internal_8089" "21_internal_2262"
"24871" "1_internal_17077" "4_internal_9657"
"16849" "12_internal_9107" "19_internal_5811"
"67377" "5_internal_9368" "8_internal_6990"
"30439" "17_internal_7681" "19_internal_7039"
"36746" "2_internal_13573" "12_internal_10119"
"47738" "2_internal_14766" "8_internal_7362"
"32083" "18_internal_3584" "19_internal_6035"
"27263" "1_internal_17138" "5_internal_9243"
"75985" "7_internal_9335" "17_internal_8793"
"59005" "4_internal_7359" "17_internal_7890"
"6760" "11_internal_8678" "19_internal_6125"
"10763" "1_internal_16770" "14_internal_5775"
"72008" "6_internal_11460" "20_internal_4839"
"49103" "3_internal_11957" "11_internal_7683"
"51924" "3_internal_11864" "17_internal_8627"
"80071" "8_internal_9280" "17_internal_8934"
"63199" "5_internal_9243" "12_internal_8546"
"31894" "1_internal_16191" "7_internal_8412"
"77994" "8_internal_7537" "10_internal_9297"
"62112" "4_internal_7493" "9_internal_7309"
"84010" "9_internal_7272" "19_internal_5968"
"9060" "1_internal_16591" "12_internal_8486"
"76670" "7_internal_8632" "20_internal_4785"
"19263" "1_internal_17298" "2_internal_16837"
"51116" "3_internal_11279" "15_internal_5707"
"81712" "8_internal_7091" "9_internal_7080"
"16353" "12_internal_8546" "17_internal_8528"
"47238" "2_internal_15014" "8_internal_6990"
"50695" "3_internal_11384" "14_internal_5890"
"60107" "4_internal_7589" "21_internal_2375"
"24587" "14_internal_5530" "21_internal_2317"
"76237" "7_internal_8186" "18_internal_3399"
"15464" "12_internal_9279" "15_internal_5446"
"50288" "3_internal_11879" "12_internal_9057"
"22037" "1_internal_15656" "3_internal_10963"
"20481" "1_internal_17123" "2_internal_15427"
"17173" "12_internal_8495" "19_internal_7168"
"31758" "1_internal_16052" "7_internal_8782"
"45996" "2_internal_13204" "6_internal_11559"
"76570" "7_internal_8164" "19_internal_6081"
"36885" "2_internal_14084" "12_internal_10451"
"30120" "17_internal_8460" "19_internal_6153"
"29055" "1_internal_22292" "6_internal_11493"
"16975" "12_internal_9057" "19_internal_6081"
"27948" "16_internal_5597" "17_internal_8739"
"28459" "16_internal_5606" "20_internal_5016"
"12958" "1_internal_15899" "17_internal_8494"
"16656" "12_internal_8652" "18_internal_3584"
"17623" "1_internal_16886" "21_internal_2454"
"10488" "1_internal_16591" "14_internal_5558"
"35385" "2_internal_13286" "10_internal_8556"
"51477" "3_internal_10963" "16_internal_5606"
"78103" "8_internal_7580" "10_internal_7786"
"12187" "1_internal_20684" "17_internal_8509"
"61579" "4_internal_8348" "7_internal_12411"
"22724" "1_internal_16191" "3_internal_11058"
"60739" "4_internal_7767" "5_internal_8477"
"37356" "2_internal_16483" "12_internal_12385"
"70557" "6_internal_10776" "16_internal_7874"
"69089" "6_internal_11526" "12_internal_12415"
"70101" "6_internal_10254" "15_internal_7775"
"1924" "10_internal_8422" "17_internal_8451"
"78949" "8_internal_7594" "12_internal_8546"
"15062" "12_internal_10451" "14_internal_6230"
"27096" "1_internal_18945" "5_internal_9163"
"77406" "7_internal_8778" "8_internal_7250"
"39398" "2_internal_13910" "16_internal_5605"
"22458" "1_internal_15832" "3_internal_10963"
"19751" "1_internal_16425" "2_internal_14447"
"55013" "3_internal_11672" "6_internal_10418"
"58161" "4_internal_7218" "14_internal_5664"
"63221" "5_internal_8274" "12_internal_9107"
"76074" "7_internal_8186" "17_internal_8627"
"60571" "4_internal_7391" "5_internal_8525"
"7548" "1_internal_16604" "11_internal_8580"
"69557" "6_internal_10659" "13_internal_3824"
"44649" "2_internal_14968" "5_internal_8263"
"53022" "3_internal_11805" "20_internal_4839"
"76246" "7_internal_9808" "18_internal_3144"
"82418" "9_internal_8405" "12_internal_8847"
"40832" "2_internal_13573" "19_internal_6270"
"9305" "1_internal_18837" "12_internal_8652"
"14053" "1_internal_15894" "19_internal_6803"
"74527" "7_internal_9994" "12_internal_10119"
"58163" "4_internal_7218" "14_internal_5443"
"36446" "2_internal_13513" "11_internal_8098"
"68399" "6_internal_10581" "11_internal_7856"
"53896" "3_internal_10963" "4_internal_9047"
"45227" "2_internal_13043" "5_internal_8274"
"28438" "16_internal_6013" "19_internal_7031"
"34135" "1_internal_18607" "9_internal_6805"
"14019" "1_internal_16768" "19_internal_7031"
"37576" "2_internal_14458" "12_internal_8652"
"21966" "1_internal_17026" "3_internal_11564"
"325" "10_internal_9272" "11_internal_10344"
"61807" "4_internal_7677" "8_internal_7142"
"75386" "7_internal_10272" "15_internal_6125"
"15457" "12_internal_8674" "14_internal_5646"
"59825" "4_internal_9047" "20_internal_5916"
"2006" "10_internal_8206" "17_internal_7914"
"4872" "11_internal_8979" "13_internal_4077"
"53682" "3_internal_10865" "4_internal_10180"
"1649" "10_internal_8612" "16_internal_5766"
"29968" "17_internal_7981" "18_internal_3144"
"40219" "2_internal_13043" "17_internal_8528"
"38285" "2_internal_13404" "14_internal_5646"
"62070" "4_internal_7717" "9_internal_6958"
"8551" "11_internal_7635" "21_internal_2867"
"81055" "8_internal_8035" "20_internal_4878"
"2712" "10_internal_9297" "20_internal_4749"
"56286" "3_internal_12736" "8_internal_9562"
"74161" "7_internal_8748" "11_internal_7635"
"53897" "3_internal_10963" "4_internal_7391"
"12588" "1_internal_16678" "17_internal_7981"
"66173" "5_internal_8263" "22_internal_3594"
"40067" "2_internal_14342" "17_internal_8265"
"47194" "2_internal_14814" "8_internal_8035"
"38173" "2_internal_15434" "14_internal_5558"
"35517" "2_internal_15137" "10_internal_7711"
"31487" "1_internal_15656" "7_internal_8942"
"46183" "2_internal_13043" "6_internal_10689"
"78855" "8_internal_6922" "12_internal_9107"
"30958" "17_internal_8294" "21_internal_2258"
"83757" "9_internal_6626" "17_internal_8070"
"74368" "7_internal_12592" "11_internal_7844"
"47347" "2_internal_20231" "8_internal_7229"
"63382" "5_internal_8477" "12_internal_9353"
"34352" "1_internal_16523" "9_internal_7140"
"41761" "2_internal_14602" "20_internal_5485"
"64245" "5_internal_8482" "15_internal_6031"
"54405" "3_internal_10963" "5_internal_9073"
"52019" "3_internal_11879" "17_internal_8329"
"1339" "10_internal_8466" "14_internal_5504"
"23124" "14_internal_6080" "15_internal_6074"
"27790" "1_internal_25652" "5_internal_8482"
"38892" "2_internal_14867" "15_internal_6148"
"9267" "1_internal_16425" "12_internal_8617"
"60067" "4_internal_8049" "21_internal_3068"
"43423" "2_internal_13569" "3_internal_11525"
"1006" "10_internal_9073" "13_internal_4070"
"4440" "11_internal_7625" "12_internal_9279"
"72830" "6_internal_13598" "7_internal_8922"
"50636" "3_internal_13258" "14_internal_6736"
"58895" "4_internal_9657" "16_internal_6038"
"66898" "5_internal_8133" "7_internal_8234"
"26305" "15_internal_6304" "19_internal_6035"
"26224" "15_internal_6492" "19_internal_6126"
"22903" "1_internal_16544" "3_internal_11014"
"46032" "2_internal_14416" "6_internal_11097"
"64366" "5_internal_9368" "15_internal_5737"
"80479" "8_internal_8035" "18_internal_3584"
"50813" "3_internal_10963" "14_internal_5558"
"81606" "8_internal_7229" "9_internal_7308"
"2890" "10_internal_7786" "20_internal_4878"
"78912" "8_internal_8562" "12_internal_12385"
"41630" "2_internal_14260" "20_internal_4749"
"28385" "16_internal_5523" "19_internal_6305"
"23240" "14_internal_5530" "15_internal_5769"
"15412" "12_internal_9267" "14_internal_5558"
"7330" "1_internal_17209" "11_internal_8402"
"75158" "7_internal_8524" "14_internal_6921"
"1101" "10_internal_8829" "14_internal_5420"
"83200" "9_internal_6746" "15_internal_6532"
"49043" "3_internal_12686" "11_internal_9047"
"78646" "8_internal_7198" "12_internal_10760"
"63284" "5_internal_9073" "12_internal_9057"
"48006" "2_internal_14093" "9_internal_9876"
"21828" "1_internal_17181" "3_internal_12559"
"41616" "2_internal_14084" "20_internal_4910"
"44043" "2_internal_13085" "4_internal_7610"
"19270" "1_internal_17298" "2_internal_15427"
"16251" "12_internal_9617" "17_internal_8159"
"37801" "2_internal_13994" "13_internal_4227"
"21704" "13_internal_3883" "21_internal_2426"
"52220" "3_internal_13793" "19_internal_9768"
"32980" "1_internal_16827" "8_internal_7198"
"64658" "5_internal_8375" "16_internal_5606"
"17047" "12_internal_9831" "19_internal_5968"
"11942" "1_internal_16329" "16_internal_6013"
"38290" "2_internal_13404" "14_internal_5459"
"49721" "3_internal_11957" "12_internal_8486"
"20935" "13_internal_4241" "15_internal_6492"
"27139" "1_internal_15656" "5_internal_8791"
"75369" "7_internal_8782" "15_internal_5990"
"15345" "12_internal_8701" "14_internal_5504"
"71687" "6_internal_10689" "19_internal_6243"
"10684" "1_internal_17155" "14_internal_5420"
"38494" "2_internal_13286" "14_internal_5775"
"30865" "17_internal_7924" "20_internal_4878"
"73186" "6_internal_12269" "8_internal_8862"
"32847" "1_internal_21400" "8_internal_8637"
"22431" "1_internal_16135" "3_internal_11601"
"11154" "1_internal_15656" "15_internal_5691"
"26967" "1_internal_17181" "5_internal_8466"
"17048" "12_internal_9831" "19_internal_5985"
"20894" "13_internal_3901" "15_internal_6685"
"7762" "1_internal_16372" "11_internal_8580"
"70965" "6_internal_12269" "17_internal_7890"
"1307" "10_internal_8290" "14_internal_5664"
"47445" "2_internal_14803" "8_internal_7697"
"83079" "9_internal_7774" "14_internal_5664"
"67009" "5_internal_11070" "7_internal_8757"
"76021" "7_internal_9557" "17_internal_9220"
"66711" "5_internal_9356" "6_internal_11097"
"41934" "2_internal_14060" "20_internal_5219"
"31811" "1_internal_16747" "7_internal_8778"
"56965" "4_internal_7477" "10_internal_8259"
"26516" "15_internal_6685" "20_internal_4702"
"79692" "8_internal_8862" "15_internal_5737"
"3369" "1_internal_16068" "10_internal_8737"
"39677" "2_internal_13337" "17_internal_8145"
"38835" "2_internal_15157" "15_internal_6254"
"56841" "4_internal_7677" "10_internal_7836"
"82235" "9_internal_7159" "11_internal_9044"
"22133" "1_internal_17238" "3_internal_13312"
"40649" "2_internal_15637" "18_internal_3399"
"19692" "1_internal_17443" "2_internal_21100"
"48145" "2_internal_15038" "9_internal_6877"
"70038" "6_internal_10291" "14_internal_6720"
"53220" "3_internal_11639" "21_internal_2157"
"50204" "3_internal_12250" "12_internal_8847"
"6109" "11_internal_7586" "17_internal_8959"
"80972" "8_internal_7697" "20_internal_5016"
"37575" "2_internal_14458" "12_internal_13817"
"18641" "1_internal_17184" "22_internal_3417"
"20069" "1_internal_16747" "2_internal_13479"
"78124" "8_internal_7036" "10_internal_8829"
"3019" "10_internal_12158" "21_internal_3086"
"27339" "1_internal_16912" "5_internal_11228"
"62439" "5_internal_8133" "10_internal_8446"
"28059" "16_internal_5668" "17_internal_8418"
"83749" "9_internal_6654" "17_internal_8598"
"69067" "6_internal_10398" "12_internal_8486"
"36366" "2_internal_14060" "11_internal_8153"
"66696" "5_internal_8473" "6_internal_11460"
"69440" "6_internal_10514" "12_internal_9363"
"46928" "2_internal_15813" "7_internal_8888"
"69501" "6_internal_10986" "13_internal_4070"
"5821" "11_internal_8090" "16_internal_6808"
"72571" "6_internal_10917" "7_internal_8942"
"76219" "7_internal_9557" "18_internal_3813"
"5245" "11_internal_7635" "14_internal_6230"
"10403" "1_internal_17927" "14_internal_6921"
"7733" "1_internal_18787" "11_internal_7844"
"49568" "3_internal_11700" "11_internal_7806"
"32049" "1_internal_16445" "7_internal_8186"
"9933" "1_internal_18342" "13_internal_3883"
"79670" "8_internal_7697" "15_internal_6851"
"76922" "7_internal_9042" "21_internal_3397"
"15426" "12_internal_12385" "14_internal_5420"
"38194" "2_internal_15157" "14_internal_8453"
"53423" "3_internal_11622" "22_internal_3417"
"15473" "12_internal_9110" "15_internal_6685"
"38767" "2_internal_13573" "15_internal_6851"
"49125" "3_internal_13258" "11_internal_8979"
"40783" "2_internal_13337" "19_internal_6639"
"30301" "17_internal_8809" "19_internal_6284"
"29792" "1_internal_16544" "6_internal_10398"
"73207" "6_internal_10162" "8_internal_7142"
